Institution,Date of initial application by author,Submitted by,University department,PubMed Central (PMC) ID,PubMed ID,DOI,Affiliated author,Publisher,Journal,ISSN,Type of publication,Article title,Date of publication,Fund that APC is paid from (1),Fund that APC is paid from (2),Fund that APC is paid from (3),Funder of research (1),Funder of research (2),Funder of research (3),Grant ID (1),Grant ID (2),Grant ID (3),Date of APC payment,APC paid (actual currency) including VAT if charged,APC paid (actual currency) excluding VAT,VAT (actual currency),Currency of APC,APC paid () including VAT if charged,APC paid () excluding VAT,VAT (),Additional publication costs (),"Discounts, memberships & pre-payment agreements",Amount of APC charged to COAF grant (include VAT if charged) in ,Amount of APC charged to RCUK OA fund (include VAT if charged) in ,Licence,Correct license applied,Problem-free open access publication,Notes
Cardiff University,24/03/2015,,,,,10.1016/j.bbadis.2015.04.011,,Elsevier,Biochimica Biophysica Acta Molecular Basis of Disease,,Journal Article/Review (Hybrid journal),The influence of dusfunctional signaling and lipid homeostasis in mediating inflammatory responses during atherosclerosis,15/04/2015,RCUK, , ,MRC, ,,G1000385,,,27/04/2015,,,,,2322.83,,,,,,,CC BY,Yes,Yes,
Cardiff University,24/03/2015,,,,,10.1080/19401493.2013.872191,,Taylor & Francis,Journal of Building Performance Simulation,,Journal Article/Review (Hybrid journal),THERMAL SIMULATION SOFTWARE OUTPUTS: A FRAMEWORK TO PRODUCE MEANINGFUL INFORMATION FOR DESIGN DECISION MAKING   ,30/01/2015,RCUK, , ,EPSRC, , ,EP/J016896/1,,,24/04/2015,,,,,1823.76,,,,15% discount,,,CC BY,Yes,Yes,
Cardiff University,25/03/2015,,,,,10.1144/jgs2014-112,,Geological Society of London,Journal of the Geological Society of London,,,Contrasting mechanisms for crustal sulphur contamination of mafic magma: evidence from dyke and sill complexes from the British Palaeogene Igneous Province,03/06/2015,RCUK, ,,NERC,,,NE/J50029X/1,,,03/06/2015,,,,,1500,,,,,,,CC BY,Yes,No,
Cardiff University,27/03/2015,,,,,10.1167/15.3.20 ,,Association for Research in Vision and Ophthalmology,Journal of Vision,,,The effect of eye-movements and blinks on afterimage appearance and duration ,26/03/2015,RCUK, , ,ESRC,,,ES/K002325/1,,,13/04/2015,,,,,1314.6,,,,,,,Unknown,No,No,
Cardiff University,30/03/2015,,,,,10.1074/jbc.M114.625939,,American Society for Biochemistry and Molecular Biology,Journal of Biological Chemistry,0021-9258,Journal Article/Review (Hybrid journal),Hyaluronan regulates Bone Morphogenetic Protein-7 dependent prevention and reversal of myofibroblast phenotype,25/02/2015,RCUK,,,MRC,,,MR/K010328/1 ,,,13/04/2015,,,,,1669.33,,,,,,,CC BY,Yes,Yes,
Cardiff University,30/03/2015,,,,,10.1128/JVI.03586-14 ,,American Society for Microbiology,Journal of Virology,0022-538X,Journal Article/Review (Hybrid journal),Peptide dependent recognition of HLA-B* 57.01 by KIR3DS1,04/03/2015,COAF,,,Wellcome Trust,,,WT100326,,,,,,,,,,,,,,,Unknown,No,No,"Publisher cannot change license, can only issue an erratum in following issue."
Cardiff University,30/03/2015,,,,,10.1016/j.leukres.2015.03.016,,Elsevier,Leukemia Research,,Journal Article/Review (Hybrid journal),The HSP90 inhibitor Ganetespib: A Potential Effective Agent for Acute Myeloid Leukaemia in Combination with Cytarabine. ,30/03/2015,COAF, ,,Cancer Research UK, ,,C4999/A15733,,,17/04/2015,,,,,1942.48,,,,,,,CC BY,Yes,Yes,
Cardiff University,31/03/2015,,,,,10.1007/s00430-015-0411-4,,Springer,Medical Microbiology and Immunology,,Journal Article/Review (Hybrid journal),Human cytomegalovirus: taking the strain,17/04/2015,COAF,,,Wellcome Trust,,,WT090323MA,,,29/04/2015,,,,,1936.48,,,,,,,CC BY,Yes,Yes,
Cardiff University,01/04/2015,,,,,10.1111/jcpp.12413,,Wiley,Journal of Child Psychology & Psychiatry,1469-7610,Journal Article/Review (Hybrid journal),Does mothers' postnatal depression affect the development of imitation?,10/04/2015,RCUK, ,,MRC,MRC,,GO400086,MR/J013366/1,,01/04/2015,,,,,1500,,,,Prepayment discount 25%,,,CC BY,Yes,Yes,
Cardiff University,01/04/2015,,,,,10.1016/j.molimm.2015.03.248,,Elsevier,Molecular Immunology,0161-5890,Journal Article/Review (Hybrid journal),The molecular and structural bases for the association of complement C3 mutations with atypical hemolytic uremic syndrome,11/04/2015,RCUK, ,,MRC,,,G0701298,,,23/04/2015,,,,,1708.14,,,,,,,CC BY,Yes,Yes,
Cardiff University,01/04/2015,,,,,10.1371/journal.pone.0124798,,Public Library of Science,PLOS ONE,1932-6203,Journal Article/Review (Full OA journal),Linear tuning of gamma amplitude and frequency to luminance contrast: evidence from a continuous mapping paradigm,23/04/2015,RCUK,,,MRC,MRC,,MR/K005464/1,MR/K501086/1,,13/04/2015,,,,,1126.8,,,,,,,CC BY,Yes,Yes,
Cardiff University,02/04/2015,,,,,10.1016/j.enpol.2015.03.011,,Elsevier,Energy Policy,0301-4215,Journal Article/Review (Hybrid journal),The changing landscape of thermal experience and warmth in older people's dwellings,26/03/2015,RCUK, , ,EPSRC,,,EP/H051082/1,,,23/01/2015,,,,,1941.06,,,,,,,CC BY,No,Yes,
Cardiff University,09/04/2015,,,,,10.1038/icb.2015.17,,Nature Publishing Group,Immunology & Cell Biology,,Journal Article/Review (Hybrid journal),Nave CD8 & T-cell precursors display structured TCR repertoires and composite antigen selection dynamics,24/03/2015,COAF,,,Wellcome Trust,,,WT100326,,,,,,,,,,,CC BY + 300,,,,CC BY-NC-ND,No,No,
Cardiff University,09/04/2015,,,,,10.1111/isqu.12202,,Wiley,International Studies Quarterly,,Journal Article/Review (Hybrid journal),The play of International Practice,22/05/2015,RCUK,,,ESRC,,,ES/K008358/1,,,09/04/2015,,,,,1500,,,,Prepayment discount 25%,,,CC BY,Yes,Yes,
Cardiff University,13/04/2015,,,,,10.1161/CIRCRESAHA.116.305347,,"Wolters Kluwer (inc Lippincott, Williams and Wilkins)",Circulation Research,,,The mechanism of Flecainide action in CPVT does not involve a direct effect on RyR2,03/02/2015,COAF,,,British Heart Foundation,,,PG 11/87/29158,,,,,,,,,,,,,,,CC BY-NC-ND,No,No,No charge because they used the wrong license
Cardiff University,14/04/2015,,,,,10.1016/j.compfluid.2015.04.002 ,,Elsevier,Computers and Fluids,,Journal Article/Review (Hybrid journal),Spectral/hp element methods for plane Newtonian extrudate ,22/04/2015,RCUK,,,EPSRC,EPSRC,,EP/P503329/1,EP/P504139/1,,29/04/2015,,,,,1945.89,,,,,,,CC BY,Yes,Yes,
Cardiff University,14/04/2015,,,,,10.1109/TIE.2015.2436360,,IEEE,IEEE Transactions on Industrial Electronics,,,Induction Motor Control: Multivariable Analysis and Effective Decentralized Control of Stator Currents for High Performance Applications,21/05/2015,RCUK, , ,EPSRC,,,EP/E036503/1,,,01/06/2015,,,,,1008,,,,Prepayment discount 25%,,,CC BY,Yes,No,
Cardiff University,15/04/2015,,,,,,,Society of Economic Geologists,Economic Geology,,,"Sulfide immiscibility induced by wallrock assimilation in a fault-guided basaltic feeder system, Franklin large igneous province, Victoria Island (Arctic Canada)", ,RCUK, , ,NERC,,,NE/152787X/1,,,,,,,,,,,,,,,,,,
Cardiff University,15/04/2015,,,,,10.1038/NGEO2282 ,,Nature Publishing Group,Nature Geoscience,,Journal Article/Review (Hybrid journal),Sediment Supply as a Driver of River Meandering and Floodplain Evolution in the Amazon Basin,02/11/2015,RCUK, , ,NERC,,,NE/I002081/1 ,,,,,,,,,,,,,,,Unknown,No,No,"We have not received an invoice, not published OA.  Emailed author and asked if they would check with publisher that they could and would apply retrospectively, not heard back."
Cardiff University,15/04/2015,,,,,10.1016/j.neuroimage.2015.03.004,,Elsevier,NeuroImage,1053-8119,Journal Article/Review (Hybrid journal),Agreement and repeatability of vascular reactivity estimates based on a breath-hold task and a resting state scan,18/03/2015,COAF, , ,Wellcome Trust,,,WT090199,,,,,,,,,,,,,,,CC BY,Yes,Yes,
Cardiff University,15/04/2015,,,,,10.1016/j.neuroimage.2015.03.070,,Elsevier,NeuroImage,1053-8119,Journal Article/Review (Hybrid journal),"Is fMRI ""noise"" really noise? Resting state nuisance regressors remove variance with network structure",07/04/2015,COAF, , ,Wellcome Trust,,,WT090199,,,,,,,,,,,,,,,CC BY,Yes,Yes,
Cardiff University,15/04/2015,,,,,10.1177/0952076715581876,,Sage,Public Policy and Administration,,Journal Article/Review (Hybrid journal),How does single party dominance influence civil society organisations engagement strategies? Exploratory analysis of, ,RCUK, , ,ESRC,,, ES/L009099/1,,,01/05/2015,,,,,200,,,,Prepayment,,,CC BY,Yes,Yes,
Cardiff University,16/04/2015,,,,,10.1016/j.jelechem.2015.04.017,,Elsevier,Journal of Electroanalytical Chemistry,,Journal Article/Review (Hybrid journal),Cyclic Voltammetry and Oxygen Reduction Activity of the Pt{110}-(1x1) Surface,15/04/2015,RCUK, , ,EPSRC,,,EP/J500197/1,,,29/04/2015,,,,,2023.74,,,,,,,CC BY,Yes,Yes,
Cardiff University,20/04/2015,,,,,10.1016/j.apcatb.2015.04.031,,Elsevier,Applied Catalysis B: Environmental,0926-3373,Journal Article/Review (Hybrid journal),Using real particulate matter to evaluate combustion catalysts for direct regeneration of diesel soot filters,17/04/2015,RCUK, , ,EPSRC,,,EP/K014854/1,,,15/05/2015,,,,,1949.46,,,,,,,CC BY,Yes,Yes,
Cardiff University,20/04/2015,,,,,10.1177/2041731415586318 ,,Sage,Journal of Tussue Engineering,,Journal Article/Review (Full OA journal),Elucidating the cellular actions of demineralised dentine matrix extract on a clonal dental pulp stem cell population in orchestrating dental tissue repair, ,RCUK, , ,MRC, , ,GO900954,,,01/05/2015,,,,,470,,,,Prepayment,,,CC BY-NC-ND,No,No,
Cardiff University,20/04/2015,,,,,10.1080/2162402X.2015.1008791,,Taylor & Francis,OncoImmunology,,Journal Article/Review (Hybrid journal),Understanding high endothelial venules: lessons for cancer immunology,07/05/2015,RCUK, , ,MRC,,,MR/L008742/1 ,,,,,,,,644.9,,,,,,,CC BY,Yes,No,
Cardiff University,20/04/2015,,,,,10.1177/0038038515587652 ,,Sage,Sociology,0038-0385,Journal Article/Review (Hybrid journal),Can't Count or Won't Count? Embedding Quantitative Methods in Substantive Sociology Curricula: A Quasi Experiment,29/06/2015,RCUK,,,ESRC,,,ES/J011843/1,,,01/05/2015,,,,,200,,,,Prepayment,,,CC BY,Yes,Yes,
Cardiff University,24/04/2015,,,,,10.1089/hum.2015.015,,Mary Ann Liebert,Human Gene Therapy,,,"Incorporation of peptides targeting EGFR and FGFR1 into the adenoviral fibre knob domain, and their evaluation as targeted cancer therapies",28/04/2015,COAF, , ,Cancer Research UK, , ,C36040/ALL6532/13014/13015  ,,,,,,,,,,,,,,,CC BY,Yes,Yes,
Cardiff University,27/04/2015,,,,,10.1016/j.cytogfr.2015.04.003,,Elsevier,Cytokine & Growth Factor Reviews,,Journal Article/Review (Hybrid journal),Cytokines in atherosclerosis: key players in all stages of disease and promising therapeutic targets,12/05/2015,COAF, , ,British Heart Foundation,British Heart Foundation,,PG/10/55/28467,PG/12/50/29691,,,,,,,,,,,,,,CC BY-NC-ND,No,No,
Cardiff University,27/04/2015,,,,,10.1055/s-0034-1380687,,Thieme,Synlett,,,Synthesis of New Chiral Diaryliodonium Salts,20/05/2015,RCUK,,,EPSRC,,,EP/J00569X/1,,,15/05/2015,,,,,2200.55,,,,,,,CC BY,Yes,Yes,
Cardiff University,29/04/2015,,,,,10.1016/j.neuron.2015.04.022,,Cell Press,Neuron,0896-6273,Journal Article/Review (Hybrid journal),Novel findings from CNVs implicate inhibitory and excitatory signalling complexesin schizophrenia,03/06/2015,RCUK, , ,MRC,MRC,,G0800509,G0801418,,16/06/2015,,,,,3915.29,,,,,,,CC BY,Yes,Yes,
Cardiff University,29/04/2015,,,,,10.1057/sth.2015.10,,Palgrave Macmillan,Social Theory and Health,,,"Institutions of care, moral proximity and demoralisation: The case of the emergency department  ",03/06/2015,COAF, , ,Wellcome Trust,,,WT091772,,,13/05/2015,,,,,1920,,,,,,,CC BY,Yes,Yes,
Cardiff University,01/05/2015,,,,,10.3389/fnbeh.2015.00126 ,,Frontiers,Frontiers in Behavioral Neuroscience,1662-5153,Journal Article/Review (Full OA journal),What does spatial alternation tells us about retrosplenial cortex fucntion?,18/05/2015,RCUK, ,,BBSRC,,,BB/H020187/1,,,15/05/2015,,,,,1467.28,,,,,,,CC BY,Yes,Yes,
Cardiff University,01/05/2015,,,,,,,Thomas Telford,ICE Energy,,,Commercial photovoltaic system design for Cardiff City Hall, ,RCUK, ,,EPSRC,,,EP/K022156/1,,,03/06/2015,,,,,1344,,,,,,,,,,
Cardiff University,05/05/2015,,,,,10.1371/journal.pone.0127504,,Public Library of Science,PLOS ONE,1932-6203,Journal Article/Review (Full OA journal),In-frame amber stop codon replacement mutagenesis for the directed evolution of proteins containing,26/05/2015,RCUK, , ,BBSRC,,,BB/E001084,,,15/05/2015,,,,,1042.54,,,,,,,CC BY,Yes,Yes,
Cardiff University,05/05/2015,,,,,10.3109/10253890.2015.1055725,,Informa Healthcare,Stress,,,Prenatal glucocorticoid exposure in rats: programming effects on stress reactivity and cognition in adult offspring, ,RCUK, , ,MRC, ,,MR/L010305/1,,,04/06/2015,,,,,1823.76,,,,,,,,,,
Cardiff University,07/05/2015,,,,,10.2196/resprot.4091,,Journal of Medical Internet Research,JMIR Research Protocols,,,TRAK Application Suite: A Web-based Intervention for Delivering Standard Care for the Rehabilitation of Knee Conditions, ,COAF, , ,Arthritis Research UK, ,,18461,,,,,,,,,,,,,,,,,,
Cardiff University,07/05/2015,,,,,10.1016/j.neuroimage.2015.05.011 ,,Elsevier,NeuroImage,1053-8119,Journal Article/Review (Hybrid journal),Overcoming the effects of false positives and threshold bias in graph theoretical analyses of neuroimaging data ,14/05/2015,COAF, , ,Wellcome Trust,,,096646/Z/11/Z,,,11/05/2015,,,,,1722.73,,,,,,,CC BY,Yes,Yes,
Cardiff University,07/05/2015,,,,,10.1098/rspa.2015.0107,,Royal Society,Proceedings of the Royal Society A,1364-5021,Journal Article/Review (Hybrid journal),"Paws, pads, and plants: The enhanced elasticity of cell-filled load-bearing structures",03/06/2015,RCUK, , ,EPSRC,,,EP/M011992/1,,,31/05/2015,,,,,1440,,,,,,,CC BY,Yes,Yes,
Cardiff University,11/05/2015,,,,,10.1002/jrs.4729,,Wiley,Journal of Raman Spectroscopy,,Journal Article/Review (Hybrid journal),"Hyperspectral image analysis for CARS, SRS, and Raman data",14/06/2015,RCUK, ,,EPSRC,EPSRC,BBSRC,EP/H45848/1,EP/I005072/1,BB/H006575/1,11/05/2015,,,,,1500,,,,Prepayment discount 25%,,,CC BY,Yes,Yes,
Cardiff University,11/05/2015,,,,,,,Journal of Visualized Experiments,Journal of Visualized Experiments,1940-087X,Journal Article/Review (Full OA journal),Protocols for analysing the role of Paneth cells in regenerating the murine intestine using conditional Cre-Lox mouse models, ,COAF, , ,Cancer Research UK, ,,A15937,,,,,,,,,,,,,,,,,,
Cardiff University,13/05/2015,,,,,10.4049/jimmunol.1402961,,American Association of Immunologists,Journal of Immunology,0022-1767,Journal Article/Review (Hybrid journal),Skin Metabolites Define New Paradigm in the Localization of Skin Tropic Memory T Cells,22/05/2015,RCUK, , ,MRC,,,MR/L018284/1,,,,,,,,,,,,,,,CC BY,Yes,Yes,
Cardiff University,14/05/2015,,,,,10.1021/acscatal.5b00480,,American Chemical Society,ACS Catalysis,2155-5435,Journal Article/Review (Hybrid journal),Au-Pd Nanoparticles Dispersed on Composite Titania/Graphene Oxide-Supports as a Highly Active Oxidation Catalyst,29/04/2015,RCUK, , ,EPSRC,,,EP/K014854/1,,,16/06/2015,,,,,1587.81,,,Yes for CC BY,,,,Unknown,No,No,
Cardiff University,15/05/2015,,,,,10.1016/j.lithos.2015.05.005,,Elsevier,Lithos,,Journal Article/Review (Hybrid journal),Platinum group element signatures in the North Atlantic Igneous Province: Implications for mantle controls on metal budgets during continental breakup, ,RCUK,,,NERC,,,NE/J50029X,,,16/06/2015,,,,,2346.93,,,,,,,,,,
Cardiff University,19/05/2015,,,,,,,Wiley,Immunology ,,Journal Article/Review (Hybrid journal),Analysis of the functional WTI specific T cell repertoire in healthy donors reveals a discrepancy between CD4+ and CD8+ memory formation,19/06/2015,COAF, , ,Wellcome Trust, , ,WT100326,,,,,,,,,,,,,,,CC BY,Yes,Yes,
Cardiff University,22/05/2015,,,,,10.1002/anie.201503968,,Wiley,Angewandte Chemie International Edition,1521-3773,Journal Article/Review (Hybrid journal),Chemical ligation and isotope labeling to locate dynamic effects during catalysis by dihydrofolate reductase,16/06/2015,RCUK, , ,BBSRC,,,BB/L020394/1,,,28/05/2015,,,,,2250,,,,Prepayment discount 25%,,,CC BY,Yes,Yes,
Cardiff University,22/05/2015,,,,,10.1016/j.knee.2015.05.003,,Elsevier,The Knee,,Journal Article/Review (Hybrid journal),The clinical effectiveness of self-care interventions with an exercise component to manage knee conditions: a systematic review,06/06/2015,COAF,,,Arthritis Research UK,,,18461,,,,,,,,,,,,,,,CC BY-NC-ND,No,No,
Cardiff University,26/05/2015,,,,,10.1016/j.apgeochem.2015.05.016 ,,Elsevier,Applied Geochemistry,0883-2927,Journal Article/Review (Hybrid journal),The dissolution of olivine added to soil: implication for enhanced weathering,27/05/2015,RCUK, ,,NERC,,,NE/I020571/1,,,16/06/2015,,,,,1955.77,,,,,,,CC BY,Yes,Yes,
Cardiff University,26/05/2015,,,,,10.1093/bjc/azv059,,Oxford University Press,British Journal of Criminology,,Journal Article/Review (Hybrid journal),Cyberhate on Social Media in the aftermath of Woolwich: A Case Study in Computational Criminology and Big Data,25/06/2015,RCUK, , ,ESRC,,,NCRM 512589112 ,,,19/06/2015,,,,,2400,,,,,,,CC BY,Yes,Yes,
Cardiff University,26/05/2015,,,,,,,Elsevier,Global Environmental Change,,Journal Article/Review (Hybrid journal),Public values for energy system change, ,RCUK,,,NERC,NERC,,NE/G007748/1,NE/I006753/1,,,,,,,,,,,,,,,,,
Cardiff University,28/05/2015,,,,,,,Dove Press,International Journal of Nanomedicine,1176-9114,Journal Article/Review (Full OA journal),Antimicrobial Activity of Bone Cements with Embedded with  Organic Nanoparticles, ,COAF, , ,Arthritis Research UK,,,18461,,,,,,,,,,,,,,,,,,
Cardiff University,28/05/2015,,,,,10.1016/j.isatra.2015.05.004,,Elsevier,ISA Transactions,,Journal Article/Review (Hybrid journal),Flux-Torque Cross-Coupling Analysis of FOC Schemes: Novel Perturbation Rejection Characteristics, ,RCUK, , ,EPSRC,,,EP/M015025/1,,,16/06/2015,,,,,2346.93,,,,,,,,,,
Cardiff University,28/05/2015,,,,,10.1016/j.neuroimage.2015.04.061 ,,Elsevier,NeuroImage,1053-8119,Journal Article/Review (Hybrid journal),Brain structure correlates of emotion-based rash impulsivity,07/05/2015,COAF, ,,Wellcome Trust,,,ISSF 2013-14,,,,,,,,,,,,,,,CC BY,Yes,Yes,
Cardiff University,01/06/2015,,,,,10.1002/cyto.a.22680,,Wiley,Cytometry Part A,1552-4922,Journal Article/Review (Hybrid journal),A 3D ex vivo mandible slice system for longitudinal culturing of transplanted dental pulp progenitor cells.,11/05/2015,RCUK, , ,MRC,EPSRC,,G0900954,EP/H045848/1,,02/06/2015,,,,,1500,,,,Prepayment discount 25%,,,CC BY-NC-ND,No,No,
Cardiff University,01/06/2015,,,,,10.1111/ejn.12972,,Wiley,European Journal of Neuroscience,,Journal Article/Review (Hybrid journal),"Calorie seeking, but not hedonic response, contributes to hyperphagia in a mouse model
for Prader-Willi syndrome",25/06/2015,RCUK,,,BBSRC,,,BB/J016756/1,,,01/06/2015,,,,,1500,,,,Prepayment discount 25%,,,CC BY,Yes,Yes,
Cardiff University,03/06/2015,,,,,,,Nature Publishing Group,Translational Psychiatry,,Journal Article/Review (Full OA journal),Analysis of exome sequence in 604 trios for recessive genotypes in schizophrenia, ,RCUK, , ,MRC,MRC,MRC,G0801418,G0800509,MR/L010305/1,,,,,,,,,,,,,,,,
Cardiff University,04/06/2015,,,,,10.1016/j.apenergy.2015.05.099,,Elsevier,Applied Energy,0306-2619,Journal Article/Review (Hybrid journal),Steady state analysis of gas networks with distributed injection of alternative gas,29/06/2015,RCUK, , ,EPSRC,EPSRC,,EP/I031707/1,EP/I013636/1,,24/06/2015,,,,,2542.51,,,,,,,CC BY,Yes,Yes,
